pair,qx,qy,model_improve,actual_improve
275,7,-2,7.967615965753794e-05,9.212514851242304e-05
282,2,-1,9.264255641028285e-05,9.199586929753423e-05
235,-29,4,0.00018044808530248702,9.110485552810133e-05
420,3,0,8.236465509980917e-05,9.100721217691898e-05
188,-7,0,8.68710340000689e-05,9.100360330194235e-05
63,-1,0,0.00010312837548553944,8.947087917476892e-05
459,3,-1,8.996023825602606e-05,8.789861021796241e-05
228,4,2,8.367770351469517e-05,8.549037738703191e-05
399,0,1,7.009459659457207e-05,8.496423834003508e-05
474,-14,1,0.00011258391896262765,8.23333248263225e-05
221,-6,2,0.00010832841508090496,8.217792492359877e-05
110,0,1,7.83607829362154e-05,7.986882701516151e-05
309,3,-1,7.296085823327303e-05,7.641897536814213e-05
522,-25,5,7.552755414508283e-05,7.429014658555388e-05
96,4,-2,9.120907634496689e-05,7.235375232994556e-05
504,7,-3,7.233978249132633e-05,7.227249443531036e-05
597,-21,-5,0.00011586966866161674,6.997944728937e-05
75,0,-2,8.344138041138649e-05,6.90799206495285e-05
418,2,-1,6.676616612821817e-05,6.72547030262649e-05
254,-7,1,6.886381743242964e-05,6.67021085973829e-05
326,7,-1,8.724434883333743e-05,6.658010534010828e-05
451,1,0,6.701136589981616e-05,6.564706563949585e-05
86,1,-1,4.022551001980901e-05,6.371620111167431e-05
267,-5,0,7.905154780019075e-05,6.35094620520249e-05
169,-4,2,5.4868520237505436e-05,6.35069445706904e-05
78,1,-1,4.94933919981122e-05,6.202247459441423e-05
305,2,0,6.215268513187766e-05,6.176996976137161e-05
314,4,-2,5.4599251598119736e-05,5.8139325119554996e-05
120,3,1,5.662417970597744e-05,5.803699605166912e-05
264,-12,1,5.6369703088421375e-05,5.593243258772418e-05
390,3,-2,4.338601138442755e-05,5.4938194807618856e-05
57,-16,-2,7.572167669422925e-05,5.4247735533863306e-05
126,-1,0,4.701828584074974e-05,5.418015643954277e-05
427,1,0,3.780284896492958e-05,5.37593150511384e-05
134,1,2,6.694777403026819e-05,5.1817623898386955e-05
373,-21,-5,5.9977261116728187e-05,5.1448121666908264e-05
189,0,1,4.309008363634348e-05,4.965020343661308e-05
313,-1,2,5.6551973102614284e-05,4.946455010212958e-05
193,-4,2,5.469250027090311e-05,4.8944493755698204e-05
58,-7,-2,0.00010332927922718227,4.799943417310715e-05
470,-17,1,8.434975097770803e-05,4.66562487417832e-05
417,-4,2,4.907106631435454e-05,4.599314706865698e-05
65,2,0,7.743365131318569e-05,4.5139575377106667e-05
377,-4,0,4.787727084476501e-05,4.209226608509198e-05
484,-1,2,6.020294677000493e-05,4.1109437006525695e-05
85,0,-2,7.842836203053594e-05,4.107312997803092e-05
220,-11,-5,4.701160651165992e-05,4.0906990761868656e-05
423,1,0,4.013604484498501e-05,4.044396337121725e-05
546,8,-1,5.326286191120744e-05,3.850104985758662e-05
339,4,0,4.7522291424684227e-05,3.844728053081781e-05
360,0,1,3.282938268966973e-05,3.8332073017954826e-05
173,1,1,4.221015842631459e-05,3.790721530094743e-05
249,-14,-5,6.349646719172597e-05,3.771256888285279e-05
302,-5,1,4.236691165715456e-05,3.7200283259153366e-05
412,2,0,2.3530854377895594e-05,3.65830201189965e-05
118,12,1,0.00011110282503068447,3.633106825873256e-05
577,0,-1,4.151924076722935e-05,3.625545650720596e-05
258,-6,2,5.126018731971271e-05,3.619292692746967e-05
84,-3,0,2.921139821410179e-05,3.593415021896362e-05
422,1,-2,4.918465856462717e-05,3.513367846608162e-05
524,0,-2,5.0770846428349614e-05,3.495762939564884e-05
300,1,-1,3.8544501876458526e-05,3.487226786091924e-05
1,-1,0,3.200500214006752e-05,3.471031959634274e-05
214,0,1,3.7689911550842226e-05,3.452842065598816e-05
371,1,-1,3.077194560319185e-05,3.3610034734010696e-05
401,-1,1,3.9686361560598016e-05,3.3495452953502536e-05
195,3,-7,2.2662978153675795e-05,3.249762812629342e-05
348,-13,0,3.430864308029413e-05,3.141241904813796e-05
